Issue ID,Issue Name,Stance ID,Database ID,Statement,Reference URL,Locale
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMzA=,Infrastructure / Transportation,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc4NTE=,9077851,I support making the 32 (Lowry Ave) and the 4 (Johnson St & Hennepin Ave) Bus Rapid Transit routes.,https://www.doronforsenate.org/priorities#education-for-all,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMzA=,Infrastructure / Transportation,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzgzNTA=,9078350,"Louisiana needs to utilize dedicated funds to modernize and improve transportation, broadband, and public services.",https://anderson2025.org/issues/,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMzA=,Infrastructure / Transportation,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzgwMzc=,9078037,Invest in quality infrastructure and roads.,http://bryanloganok.com/,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMzA=,Infrastructure / Transportation,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzgwNDc=,9078047,Strengthening our communities through development and infrastructure initiatives enhances our residents' quality of life.,https://www.votedavidnelson.com/,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMzA=,Infrastructure / Transportation,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwODAzMTU=,9080315,"Unfair electric vehicle mandates must be ended. Let the market decide how people move themselves. I will fight to modernize existing import tariffs to increase competition. CAFE standards and other outsized burdens on auto manufacturers should be reduced. These regulations only get passed on to consumers in the forms of higher purchase price and maintenance costs. America should allow the individual importation of vehicles from overseas for private use, not just under the current show and displa",https://www.andrewparrottforcongress.com/issues,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMzA=,Infrastructure / Transportation,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwODAyOTA=,9080290,CONTINUE record investments in traffic-reducing projects.,https://www.voterandyfine.com/,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc1NjI=,9077562,"Virginians are suffering due to bad energy policy. I am a strong proponent of a clean energy future, but it is imperative that we do not move too quickly as the VCEA did. Shutting down fossil fuel power generation before we have a viable alternative is unacceptable and dangerous. I intend to advance nuclear and hydroelectric power alternatives in the Commonwealth while strengthening natural gas, as it is currently the best available option.  ",https://tumayforva.com/issues/,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc1NTQ=,9077554,"As a State Senator, Kannan will continue to support efforts that promote renewable energy, create sustainable jobs, and invest in green energy infrastructure.",https://kannanforvirginia.com/issues/,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc1NjU=,9077565,"As a small business leader JJ is committed to growing our economy so that every family can thrive, and build a clean future for all of our kids to live without the fear and consequences of climate change.",https://www.jjsingh.com/,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc1Njk=,9077569,"Rising energy costs and redundant taxes like the car tax have Virginians’ overburdened and struggling. As your Delegate, I will vote to repeal the car tax and bad energy policy that are punishing our wallets.",https://ramforva.com/why-im-running/,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc4MTA=,9077810, Protecting natural resources and promoting clean energy solutions for a safer and healthier environment.,https://www.votejama.com/priorities,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc3MDg=,9077708,"Apart from vastly expanding and bolstering green transit and housing, we must restore our city’s environment and urgently adopt a vision for a sustainable future to avoid irrevocable harm to our planet and marginalized groups.",https://www.emiliorodriguez.org/platform,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc2ODg=,9077688,"Put Minnesota on a path towards a zero waste economy, enabling us to shutdown toxic trash burners like HERC that are poisoning our black and brown neighbors. It will also help us meet the mineral needs of a clean energy economy without relying on harmful mining practices.",https://www.peterwagenius.org/priorities,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc2ODc=,9077687,Get fossil gas out of our homes and buildings by promoting thermal energy networks that will improve indoor and outdoor air quality and are far more efficient than tradition gas powered furnaces.,https://www.peterwagenius.org/priorities,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc2ODY=,9077686,Work with Minnesota’s indigenous peoples to protect our precious wetlands and forests from sulfide mining with legislation like Prove It First and creating Lowland Carbon and Habitat Reserves.,https://www.peterwagenius.org/priorities,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc2ODE=,9077681,Streamline permitting for rooftop solar to make it easier and more affordable to put solar panels on your house.,https://www.peterwagenius.org/priorities,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc2ODA=,9077680,"Expand state funding for tree canopy restoration in neighborhoods that have been damaged by emerald ash borer and the tornado in North Minneapolis in 2011, instead of forcing the cost onto residents with assessments.",https://www.monicameyermn.com/vision,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc2NjU=,9077665,Support the community led plans for re-envisioning I-94 that reduces emissions while also beginning to undo the devastating impact highway construction had on Twin Cities Black communities. I am also committed to communities having a voice in the process at every step.,https://www.monicameyermn.com/vision,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc2NjM=,9077663,Support majority BIPOC and low-income neighborhoods in receiving priority aid for environmental remediation and green initiatives.,https://www.monicameyermn.com/vision,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc2Mzk=,9077639,"She will advocate for clean energy investments, expanded public transit, and equitable environmental policies that prioritize communities most affected by pollution.",https://www.amalforsenate.org/amals-policy-platform,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc2MzA=,9077630,Protecting Minnesota’s natural resources and achieving net-zero emissions are central to her vision for a sustainable future.,https://www.amalforsenate.org/amals-policy-platform,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc2MjE=,9077621,Amal envisions Minnesota as a leader in combating climate change.,https://www.amalforsenate.org/amals-policy-platform,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc2MDk=,9077609,"We must ensure climate action is implemented through an equity lens. Real-life impacts of climate change have landed hardest on marginalized communities. We need to make transition and mitigation resources accessible to the communities experiencing the greatest impacts, and Minnesota must make polluters pay for the damage that they have already caused our communities.",https://www.doronforsenate.org/priorities#education-for-all,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc1ODk=,9077589,"The Prove it First legislation is a common sense protection for the Boundary Waters and Lake Superior, and I support it. This would require any new mining proposal to undergo a rigorous and independent environmental review process which was conducted over the course of several years.",https://www.doronforsenate.org/priorities#education-for-all,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc1ODQ=,9077584,"We need to ensure the Public Utilities Commission serves the needs of the public, not the wants of utilities. We must refocus the PUC on the public’s need for environmental protection, protection of health, respect for tribal sovereignty, and racial and economic equity as integral parts of our comprehensive regulatory approach to energy generation and transmission.",https://www.doronforsenate.org/priorities#education-for-all,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc0NzI=,9077472,"Address climate resilience through infrastructure investments, flood control measures, and coastal protections",https://gayforcongress.com/issues,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc0NzE=,9077471,Invest in clean energy infrastructures,https://gayforcongress.com/issues,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc0NjQ=,9077464,Conserve public lands and natural habitats,https://gayforcongress.com/issues,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc0NDg=,9077448,"Prioritize clean water initiatives and enforce regulations to prevent pollution in rivers, lakes, and coastal areas",https://gayforcongress.com/issues,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc0ODE=,9077481,"Finally, a return to energy independence is fundamental to national security. We must never be held hostage by oil-rich countries that hate us or the climate zealots that want to control us.",https://votemerk.com/issues/education/,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc1MTI=,9077512,Manufacturing Renaissance: End outsourcing and make the U.S. a global manufacturing superpower.,https://johnmillsforcongress.com/,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc1MTE=,9077511,"Energy Dominance: Unleash America's full energy potential, making us the world’s leading producer.",https://johnmillsforcongress.com/,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc0ODQ=,9077484,"Pushing for energy independence to lower gas prices and utility bills, helping families and small businesses save money while strengthening our national security.",https://www.jeffpeacock.com/issues,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc1NzM=,9077573,protect our environment,https://www.joshweil.us/,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc4NzI=,9077872,"We need to ensure the Public Utilities Commission serves the needs of the public, not the wants of utilities. We must refocus the PUC on the public’s need for environmental protection, protection of health, respect for tribal sovereignty, and racial and economic equity as integral parts of our comprehensive regulatory approach to energy generation and transmission.",https://www.doronforsenate.org/priorities#education-for-all,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc4Njc=,9077867,"The Prove it First legislation is a common sense protection for the Boundary Waters and Lake Superior, and I support it. This would require any new mining proposal to undergo a rigorous and independent environmental review process which was conducted over the course of several years.",https://www.doronforsenate.org/priorities#education-for-all,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc4NDc=,9077847,"We must ensure climate action is implemented through an equity lens. Real-life impacts of climate change have landed hardest on marginalized communities. We need to make transition and mitigation resources accessible to the communities experiencing the greatest impacts, and Minnesota must make polluters pay for the damage that they have already caused our communities.",https://www.doronforsenate.org/priorities#education-for-all,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzgzMjQ=,9078324,"I support legislation that transitions our economy to one supported by clean energy and green infrastructure. Investing in solar, wind, and water energy will help us create a comprehensive network of energy sources that can match our state’s energy consumption needs while minimizing environmental impact. As other options for clean energy become available, I am eager to evaluate each of them on a case-by-case basis.",https://www.david-gottfried.com/vision-1,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzgzNjY=,9078366,"Louisiana's forests, wetlands, and coasts are not just landscapes-they're lifelines.",https://viola-buffalo-l3d8.squarespace.com/,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzgzNjE=,9078361,"We need to prioritize investment in levee systems, flood mitigation, and coastal restoration in line with the Louisiana Constitution’s mandates for public safety and environmental protection.",https://anderson2025.org/issues/,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzgzNTg=,9078358,I support developing retraining programs for workers in the fossil fuel industry and expand renewable energy projects to boost economic opportunities while reducing reliance on oil and gas.,https://anderson2025.org/issues/,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzgzNDY=,9078346,I pledge to hold polluters accountable and invest in monitoring and reducing emissions in communities disproportionately affected by industrial pollution.,https://anderson2025.org/issues/,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzgzMjE=,9078321,"Energy independence is essential for our economy and national security, that’s why Stan supports an all-of-the-above energy approach, including traditional and renewable energy sources. By investing in local energy production, he will champion policies that create jobs, lower your energy costs, and reduce our dependence on foreign energy.",https://stanellisforassembly.com/issues/,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzk5MzE=,9079931,"We must address climate change and make Connecticut a more climate resilient state. This district is both a coastal community and close to New York, so we are disproportionately affected by climate change. We need to make sure that our environment stays safe and healthy for generations to come, and in our legislature, I will fight to invest in resilient infrastructure and clean energy. I will work to enact legislation that preserves our air, water, soil, and environment.",https://www.tonyforstatesenate.com/about-tony,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzgwMzA=,9078030,I will not support anything that destroys where we live and the health of the people now and for generations to come.,https://www.edjollyforsenate2025.com/about.html,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzg5ODQ=,9078984,"Prioritize clean water initiatives and enforce regulations to prevent pollution in rivers, lakes, and coastal areas",https://gayforcongress.com/issues,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzg5Njg=,9078968,Conserve public lands and natural habitats,https://gayforcongress.com/issues,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzg5NjE=,9078961,Invest in clean energy infrastructures,https://gayforcongress.com/issues,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzg5NjA=,9078960,"Address climate resilience through infrastructure investments, flood control measures, and coastal protections",https://gayforcongress.com/issues,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwODAzMDU=,9080305,"We must continue to monitor superfund sites for hazardous waste and clean up what we can. And in Florida, we have many nature preserves which must be protected from agricultural run-off due to the overuse of fertilizers. We cannot take nature for granted because the Earth can only absorb so much pollution before it spits it back out—contaminating our aquifers and ground water and potentially poisoning ourselves and our families.",https://joshweil.us/issue/reset-economy-for-workers/,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvMTI=,Environment / Energy,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwODAyOTg=,9080298," Creating new jobs in green energy helps us address climate change while stimulating our economy at the same time. As your Congressman, I will work to pass the Green New Deal to help the people of Florida and America transition from the use of fossil fuels to clean, renewable sources of energy. I will also work to limit greenhouse gas emissions and control the amount of carbon that we release into the atmosphere.",https://joshweil.us/issue/reset-economy-for-workers/,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvNg==,Education,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc1NjE=,9077561,"All children deserve to feel safe at school. This is why we must secure all of our schools with the proper amount of School Resource officers and forbid biological men from entering women’s bathrooms and locker rooms. As you know, we have already seen the worst of what can happen when far-left social policy dictates our children’s safety and biological males are allowed in girl’s bathrooms. Transgender students deserve to feel safe as well, but protecting one individual’s emotional safety at the",https://tumayforva.com/issues/,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvNg==,Education,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc1NTg=,9077558,"As your Senator, I will be a strong voice for school choice because a zip code should never define a student’s success. I will advance merit-based education and admission standards and stop discriminatory race-based criteria. I will ensure that school instruction is geared solely towards academic excellence and not ridden with politics or divisive concepts. Any initiative that undermines student performance or academic rigor should go unfunded. We must return to basics, remove division from our ",https://tumayforva.com/issues/,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvNg==,Education,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc1NTU=,9077555,"Parents must be at the table in all parts of their children’s education. Time and time again, parents have been left in the dark in Loudoun County Public Schools, so much so that it has continuously received national attention. As your Senator, I will work to pass a Parent’s Bill of Rights, protecting your right to be involved in your children’s education and your right to be informed of all matters regarding your children. ",https://tumayforva.com/issues/,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvNg==,Education,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc1NTI=,9077552,"As Senator, Kannan will continue advocating for increasing teacher pay, investing in school infrastructure, and ensuring every child has an opportunity to reach their full potential.",https://kannanforvirginia.com/issues/,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvNg==,Education,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc1NzA=,9077570,"Despite the tremendous work of Governor Youngkin to improve our schools, we cannot see real change until we change the makeup of the Virginia House of Delegates and oust the far-left majority that has continuously shown they are wrong for our children. I will get politics out of the classroom, restore excellence, welcome parent involvement, and keep men out of women’s sports and locker rooms.",https://ramforva.com/why-im-running/,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvNg==,Education,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc4MDI=,9077802," Advocating for affordable tuition, increased state funding for the University of Minnesota, and programs to reduce the burden of student debt.",https://www.votejama.com/priorities,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvNg==,Education,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc3MTU=,9077715,"Our children and students are the future, and we must guarantee them the tools to learn and to dream so that they may accomplish wonders.",https://www.emiliorodriguez.org/platform,en
Z2lkOi8vYmFsbG90LWZhY3RvcnkvSXNzdWUvNg==,Education,Z2lkOi8vYmFsbG90LWZhY3RvcnkvU3RhbmNlLzkwNzc3MDY=,9077706,Education is a human right.,https://www.emiliorodriguez.org/platform,en
